,name,year,selling_price,km_driven,fuel,owner,seats,max_power (in bph),Mileage(KMPL),Engine (CC)
1404,Maruti,2017,600000,34000,Petrol,Second Owner,5,83.1,21.4,1197
1405,Hyundai,2010,225000,50000,Petrol,First Owner,5,78.9,20.36,1197
1406,Maruti,2013,390000,77000,Diesel,First Owner,5,73.9,21.1,1248
1407,Maruti,2010,85000,150000,Petrol,Third Owner,5,46.3,19.7,796
1408,Hyundai,2012,150000,40000,Petrol,First Owner,5,55.2,21.1,814
1409,Hyundai,2011,220000,70000,Petrol,Third Owner,5,78.9,20.36,1197
1410,Hyundai,2017,957000,60000,Diesel,First Owner,5,88.7,21.38,1396
1411,Hyundai,2010,170000,90000,Petrol,Third Owner,5,78.9,20.36,1197
1412,Mahindra,2019,1200000,25000,Diesel,First Owner,5,115.0,20.0,1497
1413,Hyundai,2019,834000,13000,Diesel,First Owner,5,88.76,22.54,1396
1414,Volkswagen,2014,575000,40000,Diesel,Third Owner,5,88.8,20.14,1498
1415,Volkswagen,2012,400000,100000,Diesel,Second Owner,5,103.6,20.54,1598
1416,Hyundai,2017,250000,35000,Petrol,Second Owner,5,68.05,20.3,998
1417,Ford,2016,825000,35000,Diesel,Second Owner,5,98.59,22.77,1498
1418,Maruti,2016,425000,70000,Diesel,First Owner,5,73.94,23.2,1248
1419,Maruti,2009,240000,90000,Diesel,First Owner,5,73.9,21.1,1248
1420,Hyundai,2016,1150000,154000,Diesel,First Owner,5,126.2,19.67,1582
1421,Renault,2013,520000,109000,Diesel,Second Owner,5,108.45,19.64,1461
1422,Maruti,2016,380000,39000,Petrol,Third Owner,5,67.04,20.51,998
1423,Volkswagen,2014,575000,90000,Diesel,First Owner,5,103.6,20.54,1598
1424,Hyundai,2009,142000,110000,Petrol,First Owner,5,78.9,20.36,1197
1425,Maruti,2013,430000,190000,Diesel,Second Owner,5,74.0,23.4,1248
1426,Hyundai,2019,509999,40000,Petrol,First Owner,5,81.86,20.14,1197
1427,Hyundai,2016,616000,112000,Diesel,First Owner,5,88.73,22.54,1396
1428,Hyundai,2014,225000,60000,Petrol,Second Owner,5,78.9,20.36,1197
1429,Hyundai,2011,129000,80000,Petrol,Second Owner,5,55.2,21.1,814
1430,Ford,2012,225000,60000,Diesel,First Owner,5,68.0,20.0,1399
1431,Hyundai,2012,459999,70000,Diesel,First Owner,5,126.32,22.32,1582
1432,Maruti,2009,115999,110000,Petrol,Second Owner,5,46.3,19.7,796
1433,Ford,2019,1050000,26000,Diesel,First Owner,5,98.96,23.0,1498
1434,Hyundai,2017,750000,43000,Diesel,First Owner,5,88.73,22.54,1396
1435,Maruti,2018,730000,4773,Petrol,First Owner,5,81.8,22.0,1197
1436,Honda,2017,940000,57900,Diesel,First Owner,7,98.6,21.9,1498
1437,Maruti,2013,411000,62000,Petrol,First Owner,5,81.8,22.0,1197
1438,Volkswagen,2016,540000,66000,Diesel,First Owner,5,88.8,20.14,1498
1439,Maruti,2015,411000,23999,Petrol,First Owner,5,67.04,23.1,998
1440,Maruti,2012,350000,145000,Diesel,Third Owner,5,74.0,22.9,1248
1441,Volkswagen,2011,275000,125000,Diesel,Fourth & Above Owner,5,103.6,20.54,1598
1442,Volkswagen,2011,280000,131000,Diesel,Fourth & Above Owner,5,103.6,20.54,1598
1443,Maruti,2019,700000,45000,Petrol,First Owner,5,81.8,22.0,1197
1444,Maruti,2018,459999,50000,Petrol,First Owner,5,67.0,21.63,998
1445,Hyundai,2018,800000,30000,Diesel,First Owner,5,88.73,22.54,1396
1446,Maruti,2017,370000,25000,CNG,First Owner,5,61.7,21.94,1196
1447,Renault,2013,290000,90000,Diesel,First Owner,5,63.12,23.08,1461
1448,Maruti,2011,141000,15000,Petrol,Third Owner,5,46.3,19.7,796
1449,Maruti,2009,125000,70000,Petrol,Second Owner,5,46.3,19.7,796
1450,Hyundai,2017,700000,40000,Diesel,First Owner,5,88.73,22.54,1396
1451,Hyundai,2017,700000,70000,Diesel,First Owner,5,88.73,22.54,1396
1452,Hyundai,2018,1150000,35000,Diesel,First Owner,5,126.2,22.0,1582
1453,Renault,2015,530000,110000,Diesel,First Owner,5,84.8,21.64,1461
1454,Maruti,2007,130000,90000,Petrol,Second Owner,5,46.3,19.7,796
1455,Hyundai,2011,270000,105000,Diesel,Second Owner,5,90.0,21.9,1396
1456,Hyundai,2013,375000,40000,Petrol,First Owner,5,78.9,20.36,1197
1457,Maruti,2014,425000,80000,Diesel,Second Owner,5,73.94,23.2,1248
1458,Ford,2018,900000,25000,Diesel,First Owner,5,98.96,23.0,1498
1459,Ford,2011,229999,40000,Diesel,Second Owner,5,68.0,20.0,1399
1460,Ford,2012,300000,70000,Diesel,First Owner,5,68.0,20.0,1399
1461,Maruti,2010,220000,110000,Diesel,Third Owner,5,73.9,21.1,1248
1462,Volkswagen,2015,550000,90000,Diesel,First Owner,5,88.8,20.14,1498
1463,Hyundai,2010,350000,148000,Diesel,Second Owner,5,90.0,23.0,1396
1464,Tata,2015,250000,155000,Diesel,Second Owner,5,74.0,22.3,1248
1465,Hyundai,2015,300000,45000,Petrol,First Owner,5,55.2,21.1,814
1466,Hyundai,2014,250000,20000,Petrol,First Owner,5,55.2,21.1,814
1467,Maruti,2013,335000,90000,Diesel,Second Owner,5,74.0,22.9,1248
1468,Maruti,2016,488000,80000,Petrol,Second Owner,5,83.14,20.85,1197
1469,Maruti,2020,570000,5000,Petrol,First Owner,5,81.8,21.21,1197
1470,Hyundai,2014,229999,70000,Petrol,First Owner,5,55.2,21.1,814
1471,Maruti,2014,620000,130000,Diesel,First Owner,7,88.8,20.77,1248
1472,Maruti,2013,400000,188000,Diesel,Second Owner,5,74.0,22.9,1248
1473,Maruti,2008,110000,48676,Petrol,First Owner,8,35.0,19.7,796
1474,Maruti,2007,100000,70000,Petrol,First Owner,5,46.3,19.7,796
1475,Ford,2017,900000,60000,Diesel,First Owner,5,98.59,22.77,1498
1476,Toyota,2017,650000,120000,Diesel,Second Owner,5,67.04,23.59,1364
1477,Renault,2013,475000,250000,Diesel,First Owner,5,83.8,20.46,1461
1478,Hyundai,2019,425000,15000,Petrol,First Owner,5,68.0,20.3,1086
1479,Maruti,2016,400000,30000,Petrol,First Owner,5,67.04,20.51,998
1480,Hyundai,2011,390000,153000,Diesel,First Owner,5,126.32,22.32,1582
1481,Maruti,2013,475000,149000,Diesel,First Owner,5,74.0,23.4,1248
1482,Maruti,2012,380000,80000,Diesel,Fourth & Above Owner,5,88.8,21.5,1248
1483,Maruti,2018,535000,12000,Petrol,First Owner,5,81.8,20.89,1197
1484,Hyundai,2011,215000,40000,Petrol,Second Owner,5,78.9,20.36,1197
1485,Maruti,2015,335000,120000,Petrol,First Owner,5,67.04,20.51,998
1486,Maruti,2013,409999,100000,Diesel,Second Owner,5,74.0,23.4,1248
1487,Ford,2011,170000,70000,Diesel,Second Owner,5,68.0,20.0,1399
1488,Maruti,2012,145000,70000,Petrol,First Owner,5,46.3,19.7,796
1489,Volkswagen,2018,681000,27000,Diesel,First Owner,5,88.0,20.14,1498
1490,Maruti,2010,140000,80000,Petrol,Second Owner,5,46.3,19.7,796
1491,Maruti,2007,110000,120000,Petrol,Third Owner,5,46.3,19.7,796
1492,Tata,2014,225000,120000,Diesel,First Owner,5,74.0,22.3,1248
1493,Maruti,2012,135000,70000,Petrol,First Owner,5,46.3,19.7,796
1494,Maruti,2006,65000,100000,Petrol,Second Owner,5,46.3,19.7,796
1495,Maruti,2014,465000,120000,Diesel,Second Owner,5,74.0,23.4,1248
1496,Maruti,2014,545000,35000,CNG,First Owner,7,80.9,22.8,1373
1497,Chevrolet,2013,295000,50000,Diesel,First Owner,5,76.9,22.1,1248
1498,Hyundai,2013,700000,76460,Diesel,First Owner,5,126.32,22.32,1582
1499,Ford,2011,180000,125000,Diesel,Second Owner,5,68.0,20.0,1399
1500,Mahindra,2012,225000,110000,Diesel,Second Owner,5,65.0,20.8,1461
1501,Hyundai,2017,310000,25000,Petrol,First Owner,5,55.2,21.1,814
1502,Hyundai,2013,245000,110000,Petrol,Second Owner,5,68.05,19.81,1086
1503,Hyundai,2014,250000,80000,Petrol,First Owner,5,55.2,21.1,814
1504,Ford,2015,551000,110000,Diesel,First Owner,5,98.59,22.77,1498
1505,Hyundai,2019,500000,60000,Petrol,First Owner,5,81.86,20.14,1197
1506,Hyundai,2012,360000,100000,Diesel,Second Owner,5,126.32,22.32,1582
1507,Ford,2018,700000,53000,Diesel,First Owner,5,98.96,23.0,1498
1508,Maruti,2011,148000,40000,Petrol,Third Owner,5,46.3,19.7,796
1509,Maruti,2016,330000,47370,CNG,First Owner,5,63.0,21.94,1196
1510,Hyundai,2011,200000,91000,Petrol,Second Owner,5,78.9,20.36,1197
1511,Maruti,2013,245000,80000,Diesel,First Owner,5,73.94,23.2,1248
1512,Maruti,2016,320000,80000,CNG,First Owner,5,61.7,21.94,1196
1513,Hyundai,2013,615000,120000,Diesel,First Owner,5,126.24,22.7,1582
1514,Maruti,2011,130000,60000,Petrol,Third Owner,5,46.3,19.7,796
1515,Volkswagen,2011,220000,222300,Diesel,First Owner,5,73.9,22.07,1199
1516,Maruti,2013,295000,120000,Diesel,First Owner,5,73.94,23.2,1248
1517,Maruti,2017,509999,20000,Petrol,First Owner,5,81.8,22.0,1197
1518,Hyundai,2015,350000,20000,Petrol,First Owner,5,68.05,19.81,1086
1519,Renault,2018,395000,20000,Petrol,First Owner,5,67.0,23.01,999
1520,Volkswagen,2012,280000,120000,Diesel,Second Owner,5,103.6,20.54,1598
1521,Hyundai,2012,420000,100000,Diesel,Second Owner,5,126.32,22.32,1582
1522,Maruti,2013,300000,100000,Diesel,Second Owner,5,73.94,23.2,1248
1523,Maruti,2013,350000,185000,Diesel,First Owner,5,74.0,23.4,1248
1524,Maruti,2012,350000,140000,Diesel,First Owner,7,88.76,20.77,1248
1525,Renault,2018,360000,21900,Petrol,First Owner,5,53.26,20.71,799
1526,Hyundai,2016,700000,100000,Diesel,First Owner,5,88.73,22.54,1396
1527,Maruti,2015,400000,22500,Petrol,First Owner,5,67.04,20.51,998
1528,Maruti,2012,325000,175000,Diesel,Second Owner,5,88.8,21.5,1248
1529,Hyundai,2014,645000,150360,Diesel,First Owner,5,126.32,22.32,1582
1530,Maruti,2011,180000,70000,Petrol,First Owner,5,67.1,20.92,998
1531,Maruti,2013,450000,120000,Diesel,Second Owner,7,88.76,20.77,1248
1532,Maruti,2014,390000,90000,Diesel,Second Owner,5,74.0,22.9,1248
1533,Maruti,2011,122000,110000,Petrol,Fourth & Above Owner,5,46.3,19.7,796
1534,Hyundai,2012,330000,40000,Diesel,Second Owner,5,90.0,23.0,1396
1535,Hyundai,2011,215000,100000,Petrol,Third Owner,5,78.9,20.36,1197
1536,Hyundai,2013,250000,42130,Petrol,First Owner,5,55.2,21.1,814
1537,Maruti,2010,180000,53000,Petrol,Second Owner,5,85.8,21.1,1197
1538,Maruti,2019,556000,10000,Petrol,First Owner,5,81.8,21.01,1197
1539,Maruti,2016,550000,37000,Petrol,First Owner,5,83.14,20.85,1197
1540,Hyundai,2017,1125000,47000,Diesel,Second Owner,5,126.2,19.67,1582
1541,Tata,2015,450000,57000,Diesel,First Owner,5,88.7,23.0,1248
1542,Maruti,2014,470000,60000,Diesel,First Owner,5,74.0,23.4,1248
1543,Hyundai,2015,550000,40000,Diesel,First Owner,5,88.73,22.54,1396
1544,Hyundai,2015,550000,160000,Diesel,Second Owner,5,88.73,22.54,1396
1545,Volkswagen,2013,280000,90000,Diesel,Third Owner,5,73.9,22.07,1199
1546,Hyundai,2013,225000,75000,Petrol,Second Owner,5,55.2,21.1,814
1547,Volkswagen,2017,600000,29000,Diesel,First Owner,5,108.495,22.0,1498
1548,Ford,2015,550000,138000,Diesel,First Owner,5,98.59,22.77,1498
1549,Hyundai,2013,475000,125000,Diesel,Third Owner,5,126.3,22.32,1582
1550,Maruti,2013,385000,180000,Diesel,Second Owner,5,74.0,23.4,1248
1551,Renault,2012,450000,80000,Diesel,First Owner,5,83.8,19.87,1461
1552,Hyundai,2013,580000,80000,Diesel,Second Owner,5,126.32,22.32,1582
1553,Toyota,2017,550000,40000,Diesel,First Owner,5,67.05,23.59,1364
1554,Hyundai,2017,340000,30000,Petrol,First Owner,5,55.2,21.1,814
1555,Hyundai,2018,1237000,46000,Diesel,First Owner,5,126.2,19.67,1582
1556,Volkswagen,2013,350000,70000,Diesel,Second Owner,5,73.9,22.07,1199
1557,Maruti,2018,695000,40000,Petrol,First Owner,5,81.8,22.0,1197
1558,Maruti,2015,270000,40000,Petrol,First Owner,5,47.3,22.74,796
1559,Maruti,2017,635000,120000,Petrol,First Owner,5,81.8,21.21,1197
1560,Renault,2012,265000,67000,Diesel,Second Owner,5,63.12,23.08,1461
1561,Maruti,2014,600000,50000,Diesel,First Owner,5,74.0,23.4,1248
1562,Hyundai,2012,409999,100000,Diesel,Second Owner,5,126.3,22.32,1582
1563,Toyota,2015,525000,80000,Diesel,Second Owner,5,67.05,23.59,1364
1564,Renault,2017,690000,65000,Diesel,Second Owner,7,83.8,21.04,1461
1565,Maruti,2012,560000,200000,Diesel,Second Owner,7,88.76,20.77,1248
1566,Renault,2017,695000,65000,Diesel,Second Owner,7,83.8,21.04,1461
1567,Maruti,2012,200000,50000,Petrol,Second Owner,5,46.3,19.7,796
1568,Hyundai,2014,240000,70000,Petrol,First Owner,5,55.2,21.1,814
1569,Hyundai,2014,215000,40000,Petrol,First Owner,5,55.2,21.1,814
1570,Renault,2017,330000,20000,Petrol,First Owner,5,67.0,23.01,999
1571,Hyundai,2012,549000,66657,Diesel,First Owner,5,126.32,22.32,1582
1572,Hyundai,2011,262000,56389,Petrol,First Owner,5,78.9,20.36,1197
1573,Tata,2018,535000,30000,Petrol,First Owner,5,84.0,20.3,1199
1574,Tata,2012,229999,186000,Diesel,First Owner,5,70.0,23.57,1396
1575,Hyundai,2010,142000,49200,Petrol,Second Owner,5,68.05,19.81,1086
1576,Hyundai,2016,900000,110000,Diesel,First Owner,5,126.2,19.67,1582
1577,Maruti,2009,125000,141000,Petrol,Second Owner,5,46.3,19.7,796
1578,Maruti,2014,459999,65000,Diesel,Second Owner,5,74.0,23.4,1248
1579,Maruti,2014,434999,110000,Diesel,Second Owner,5,74.0,23.4,1248
1580,Hyundai,2016,780000,35000,Diesel,First Owner,5,88.73,22.54,1396
1581,Maruti,2008,100000,195000,Petrol,Second Owner,5,46.3,19.7,796
1582,Hyundai,2017,650000,60000,Diesel,First Owner,5,88.73,22.54,1396
1583,Hyundai,2012,425000,100000,Diesel,Second Owner,5,126.32,22.32,1582
1584,Maruti,2016,459999,27000,Petrol,First Owner,5,67.04,23.1,998
1585,Maruti,2020,578000,5000,Petrol,First Owner,5,81.8,21.21,1197
1586,Maruti,2012,550000,110000,Diesel,Second Owner,7,88.76,20.77,1248
1587,Mahindra,2014,250000,110000,Diesel,First Owner,5,65.0,20.8,1461
1588,Maruti,2014,684000,60000,Diesel,Second Owner,7,88.8,20.77,1248
1589,Maruti,2014,680000,64000,Diesel,Second Owner,7,88.8,20.77,1248
1590,Renault,2014,500000,120000,Diesel,First Owner,5,83.8,20.45,1461
1591,Renault,2014,520000,120000,Diesel,First Owner,5,83.8,20.45,1461
1592,Mahindra,2019,1200000,15000,Diesel,First Owner,5,115.0,20.0,1497
1593,Hyundai,2009,160000,35000,Petrol,First Owner,5,68.05,19.81,1086
1594,Hyundai,2012,250000,44588,Petrol,First Owner,5,55.2,21.1,814
1595,Maruti,2015,400000,49907,Petrol,First Owner,5,67.04,21.63,998
1596,Maruti,2013,371000,67082,Petrol,Second Owner,5,81.8,21.21,1197
1597,Ford,2016,570000,112879,Diesel,Second Owner,5,98.96,23.0,1498
1598,Maruti,2017,350000,20000,Petrol,Second Owner,5,67.04,23.1,998
1599,Renault,2016,270000,30000,Petrol,Third Owner,5,67.0,23.01,999
1600,Hyundai,2013,235000,40000,Petrol,Second Owner,5,55.2,21.1,814
1601,Maruti,2016,500000,60000,Petrol,First Owner,5,81.8,20.4,1197
1602,Maruti,2012,220000,111000,Petrol,First Owner,5,46.3,19.7,796
1603,Maruti,2014,380000,70000,Diesel,Second Owner,5,74.0,23.4,1248
1604,Maruti,2010,160000,100000,Petrol,Third Owner,5,67.1,20.92,998
1605,Hyundai,2017,339000,25000,Petrol,First Owner,5,68.05,20.3,998
1606,Maruti,2014,350000,15000,Petrol,First Owner,5,67.04,20.51,998
1607,Maruti,2018,580000,10000,Petrol,First Owner,5,67.04,23.1,998
1608,Hyundai,2015,1000000,70000,Diesel,First Owner,5,126.2,19.67,1582
1609,Tata,2017,459999,80000,Diesel,First Owner,5,74.0,22.95,1248
1610,Hyundai,2014,650000,83000,Diesel,Third Owner,5,126.32,22.32,1582
1611,Maruti,2013,525000,116000,Diesel,Second Owner,5,74.0,23.4,1248
1612,Volkswagen,2015,550000,120000,Diesel,Second Owner,5,103.2,20.34,1498
1613,Maruti,2010,165000,20000,Petrol,First Owner,5,46.3,19.7,796
1614,Hyundai,2014,210000,70000,Petrol,First Owner,5,55.2,21.1,814
1615,Renault,2016,650000,30000,Diesel,First Owner,5,108.45,19.64,1461
1616,Renault,2019,390000,25000,Petrol,First Owner,5,67.0,23.01,999
1617,Hyundai,2008,130000,120000,Petrol,Second Owner,5,68.05,19.81,1086
1618,Hyundai,2017,270000,26442,Petrol,First Owner,5,68.05,20.3,998
1619,Maruti,2010,130000,28000,Petrol,Second Owner,5,46.3,19.7,796
1620,Maruti,2015,650000,80000,Diesel,First Owner,7,88.8,20.77,1248
1621,Maruti,2005,55000,39000,Petrol,First Owner,5,46.3,19.7,796
1622,Maruti,2017,475000,20000,Petrol,First Owner,5,67.0,20.51,998
1623,Maruti,2019,650000,15000,Petrol,First Owner,5,81.8,22.0,1197
1624,Maruti,2015,440000,30000,Petrol,First Owner,5,81.8,20.4,1197
1625,Maruti,2020,600000,5000,Petrol,First Owner,5,81.8,21.21,1197
1626,Ford,2011,204999,147000,Diesel,First Owner,5,68.0,20.0,1399
1627,Hyundai,2009,310000,120000,Diesel,Second Owner,5,90.0,23.0,1396
1628,Maruti,2005,110000,50800,Petrol,Second Owner,5,46.3,19.7,796
1629,Maruti,2019,595000,14548,Petrol,First Owner,5,81.8,21.21,1197
1630,Ford,2018,900000,44772,Diesel,Second Owner,5,98.96,23.0,1498
1631,Hyundai,2017,975000,41000,Diesel,First Owner,5,126.2,20.5,1582
1632,Maruti,2016,725000,66000,Diesel,First Owner,7,88.8,20.77,1248
1633,Maruti,2013,550000,65000,Diesel,First Owner,7,88.76,20.77,1248
1634,Hyundai,2014,550000,76000,Diesel,First Owner,5,88.73,22.54,1396
1635,Maruti,2017,625000,70000,Diesel,First Owner,5,74.0,23.4,1248
1636,Maruti,2014,470000,89000,Diesel,First Owner,5,74.0,22.9,1248
1637,Maruti,2013,380000,57000,Diesel,First Owner,5,74.0,22.9,1248
1638,Hyundai,2016,275000,49200,Petrol,First Owner,5,55.2,21.1,814
1639,Hyundai,2008,200000,60000,Petrol,Second Owner,5,68.05,19.81,1086
1640,Maruti,2004,90000,110000,Petrol,Third Owner,5,46.3,19.7,796
1641,Maruti,2018,385000,50000,Petrol,First Owner,5,67.04,23.1,998
1642,Hyundai,2019,521000,3010,Petrol,First Owner,5,68.0,20.3,1086
1643,Tata,2010,180000,80000,Diesel,First Owner,5,88.8,21.12,1248
1644,Maruti,2007,140000,35000,Petrol,Second Owner,5,46.3,19.7,796
1645,Ford,2015,650000,110000,Diesel,Second Owner,5,98.59,22.77,1498
1646,Maruti,2016,620000,36000,Petrol,First Owner,5,83.14,20.85,1197
1647,Ford,2018,810000,30000,Diesel,Second Owner,5,98.96,23.0,1498
1648,Tata,2017,400000,85000,Diesel,First Owner,5,88.7,20.65,1248
1649,Maruti,2014,300000,60000,Petrol,Second Owner,5,67.04,20.51,998
1650,Maruti,2015,170000,20000,Petrol,Third Owner,5,47.3,22.74,796
1651,Maruti,2005,80000,90000,Petrol,Second Owner,5,46.3,19.7,796
1652,Volkswagen,2011,225000,90000,Diesel,First Owner,5,103.6,20.54,1598
1653,Hyundai,2017,509999,90000,Petrol,First Owner,5,81.86,20.14,1197
1654,Maruti,2015,245000,36710,Petrol,Second Owner,5,47.3,22.74,796
1655,Maruti,2014,370000,30000,Diesel,First Owner,5,73.94,23.2,1248
1656,Maruti,2017,580000,20000,Petrol,First Owner,5,83.1,21.4,1197
1657,Maruti,2013,185000,85000,Petrol,First Owner,5,47.3,22.74,796
1658,Maruti,2018,625000,50000,Petrol,First Owner,5,81.8,22.0,1197
1659,Maruti,2017,390000,25000,Petrol,First Owner,5,67.04,20.51,998
1660,Hyundai,2011,380000,150000,Diesel,Fourth & Above Owner,5,90.0,23.0,1396
1661,Maruti,2013,210000,50000,Petrol,Second Owner,5,47.3,22.74,796
1662,Maruti,2012,270000,80000,Diesel,Third Owner,5,73.94,23.2,1248
1663,Hyundai,2014,220000,93000,Petrol,Second Owner,5,55.2,21.1,814
1664,Hyundai,2016,280000,60000,Petrol,First Owner,5,55.2,21.1,814
1665,Hyundai,2018,720000,50000,Diesel,Second Owner,5,88.73,21.19,1396
1666,Ford,2017,800000,60000,Diesel,First Owner,5,98.59,22.77,1498
1667,Hyundai,2012,265000,20000,Petrol,Third Owner,5,68.05,19.81,1086
1668,Maruti,2010,135000,90000,Petrol,Third Owner,5,46.3,19.7,796
1669,Hyundai,2012,450000,72000,Diesel,Second Owner,5,126.32,22.32,1582
1670,Volkswagen,2012,350000,74000,Diesel,Second Owner,5,73.9,22.07,1199
1671,Maruti,2006,85000,60000,Petrol,Second Owner,5,46.3,19.7,796
1672,Maruti,2016,290000,15000,Petrol,First Owner,5,47.3,22.74,796
1673,Maruti,2003,65000,114000,Petrol,First Owner,5,46.3,19.7,796
1674,Maruti,2020,265000,70000,Petrol,Second Owner,5,67.05,21.79,998
1675,Tata,2018,459999,50000,Petrol,First Owner,5,84.0,20.3,1199
1676,Maruti,2013,395000,70000,Diesel,Second Owner,5,74.0,23.4,1248
1677,Maruti,2011,290000,110000,Diesel,Second Owner,5,73.9,21.1,1248
1678,Volkswagen,2014,300000,84000,Diesel,Second Owner,5,88.5,20.14,1498
1679,Hyundai,2011,200000,60000,Petrol,Second Owner,5,78.9,20.36,1197
1680,Maruti,2014,465000,90000,Diesel,First Owner,5,74.0,23.4,1248
1681,Tata,2010,200000,188000,Diesel,Second Owner,5,88.8,21.12,1248
1682,Hyundai,2010,150000,123278,Petrol,Second Owner,5,78.9,20.36,1197
1683,Hyundai,2015,625000,90000,Diesel,First Owner,5,88.73,21.19,1396
1684,Ford,2012,220000,110000,Diesel,First Owner,5,68.0,20.0,1399
1685,Ford,2013,250000,110000,Diesel,First Owner,5,68.1,20.0,1399
1686,Tata,2018,575000,70000,Diesel,First Owner,5,88.7,20.65,1248
1687,Maruti,2016,262000,50000,Petrol,First Owner,5,47.3,22.74,796
1688,Hyundai,2018,299000,33000,Petrol,First Owner,5,55.2,21.1,814
1689,Maruti,2015,250000,26500,Petrol,First Owner,5,47.3,22.74,796
1690,Maruti,2013,360000,70000,Diesel,Third Owner,5,74.0,23.4,1248
1691,Hyundai,2017,600000,60000,Diesel,First Owner,5,88.73,22.54,1396
1692,Volkswagen,2011,300000,80000,Diesel,Second Owner,5,103.6,20.54,1598
1693,Hyundai,2012,185000,50000,Petrol,Second Owner,5,55.2,21.1,814
1694,Renault,2017,360000,25000,Petrol,First Owner,5,67.0,23.01,999
1695,Maruti,2014,210000,70000,Petrol,First Owner,5,67.1,20.92,998
1696,Volkswagen,2016,560000,50000,Diesel,First Owner,5,88.7,20.14,1498
1697,Toyota,2012,300000,90000,Diesel,First Owner,5,67.1,23.59,1364
1698,Maruti,2015,270000,22000,Petrol,First Owner,5,47.3,22.74,796
1699,Chevrolet,2013,200000,80000,Diesel,First Owner,5,76.9,22.1,1248
1700,Tata,2018,860000,60000,Diesel,First Owner,5,108.5,21.5,1497
1701,Maruti,2013,240000,142000,Diesel,Second Owner,5,73.94,23.2,1248
1702,Ford,2018,850000,90000,Diesel,First Owner,5,98.96,23.0,1498
1703,Ford,2011,155000,80000,Diesel,Third Owner,5,68.0,20.0,1399
1704,Hyundai,2011,270000,125000,Diesel,First Owner,5,90.0,23.0,1396
1705,Maruti,2015,610000,33000,Petrol,First Owner,5,91.1,20.73,1373
1706,Hyundai,2015,1000000,50000,Diesel,First Owner,5,126.2,19.67,1582
1707,Maruti,2007,135000,60000,Petrol,First Owner,5,46.3,19.7,796
1708,Hyundai,2014,625000,70000,Diesel,Second Owner,5,126.32,22.32,1582
1709,Maruti,2012,220000,70000,Diesel,Second Owner,5,73.94,23.2,1248
1710,Maruti,2017,620000,18484,Petrol,First Owner,5,81.8,20.89,1197
1711,Maruti,2010,180000,25000,Petrol,Second Owner,5,46.3,19.7,796
1712,Volkswagen,2013,250000,120000,Diesel,Third Owner,5,73.9,22.07,1199
1713,Maruti,2017,480000,55000,Petrol,First Owner,5,83.14,20.85,1197
1714,Hyundai,2012,380000,50000,Diesel,Second Owner,5,88.76,21.9,1396
1715,Maruti,2004,90000,60000,Petrol,First Owner,5,46.3,19.7,796
1716,Maruti,2016,330000,80000,Petrol,Second Owner,5,67.04,20.51,998
1717,Hyundai,2013,215000,47000,Petrol,Second Owner,5,55.2,21.1,814
1718,Hyundai,2013,380000,110000,Diesel,Second Owner,5,88.76,21.27,1396
1719,Hyundai,2012,400000,103655,Diesel,Second Owner,5,126.3,22.32,1582
1720,Maruti,2008,120000,80000,Petrol,Third Owner,5,46.3,19.7,796
1721,Ford,2015,550000,206000,Diesel,First Owner,5,98.59,22.77,1498
1722,Ford,2018,950000,27000,Diesel,First Owner,5,98.59,22.77,1498
1723,Ford,2014,500000,132000,Diesel,Second Owner,5,89.84,22.7,1498
1724,Mahindra,2011,180000,218000,Diesel,First Owner,5,64.1,21.0,1461
1725,Hyundai,2016,650000,10000,Diesel,First Owner,5,88.73,22.54,1396
1726,Mahindra,2011,210000,215000,Diesel,First Owner,5,64.1,21.0,1461
1727,Volkswagen,2011,295000,65000,Diesel,Second Owner,5,103.6,20.54,1598
1728,Maruti,2017,450000,10000,Petrol,First Owner,5,67.04,23.1,998
1729,Hyundai,2012,300000,80000,Diesel,Second Owner,5,88.76,21.9,1396
1730,Hyundai,2017,1100000,40000,Diesel,First Owner,5,88.7,21.38,1396
1731,Hyundai,2013,500000,80000,Diesel,Second Owner,5,126.3,22.32,1582
1732,Renault,2016,235000,60000,Petrol,First Owner,5,67.0,23.01,999
1733,Maruti,2012,325000,90000,Diesel,First Owner,5,74.0,22.9,1248
1734,Maruti,2014,420000,90000,Diesel,First Owner,5,74.0,23.4,1248
1735,Maruti,2014,229999,60000,Petrol,Second Owner,5,67.1,20.92,998
1736,Maruti,2013,375000,80000,Diesel,Fourth & Above Owner,5,74.0,23.4,1248
1737,Hyundai,2018,575000,30000,Petrol,First Owner,5,68.0,20.3,1086
1738,Hyundai,2010,320000,135000,Diesel,Second Owner,5,90.0,23.0,1396
1739,Renault,2016,315000,60000,Petrol,Second Owner,5,67.0,23.01,999
1740,Maruti,2015,350000,29000,Petrol,First Owner,5,67.04,23.1,998
1741,Maruti,2018,451999,30000,Petrol,Second Owner,5,67.04,23.1,998
1742,Maruti,2015,450000,35000,Petrol,Second Owner,5,83.11,20.4,1197
1743,Maruti,2014,310000,35000,Petrol,Second Owner,5,67.04,20.51,998
1744,Maruti,2007,150000,50000,Petrol,Third Owner,5,46.3,19.7,796
1745,Ford,2011,160000,112000,Diesel,Second Owner,5,68.0,20.0,1399
1746,Tata,2012,135000,146000,Diesel,First Owner,5,70.0,19.61,1405
1747,Volkswagen,2020,260000,50000,Diesel,First Owner,5,88.5,20.14,1498
